V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Time,Amount,Class
2.6378817522602,-0.8555326699056159,0.16866776001929132,-0.4958797237393189,0.39257567688839423,0.9673969246784446,0.8350053406427753,-0.3651104291490941,2.135922767295076,1.599745584267092,-0.018804250268212027,0.17076312337089536,-0.7797556228420319,0.7640198540909585,1.2577769577230176,-0.034367057856094875,-0.48185728303673175,-1.115431515409194,1.9422832507733419,-1.9483242358596984,-0.11937077549720793,1.9695377547028539,0.27865151570635643,-0.6398095562897551,-0.9459302690337063,1.678378623124848,-0.49122640095999576,0.6143002151037105,111550.06707660545,47.94396846140512,0
-1.0370660735699961,1.4513754610703817,0.6559556222187976,-1.624276596206746,-0.11996649910854745,0.5616777087233012,0.4210945751289227,1.3773134075805007,-1.2479171623863845,-1.0572801003292183,0.9782863215065266,-0.666485319841057,1.2270660431876497,-1.7302061926014543,-1.0681262827403337,0.15726655903974898,1.3215987766965238,1.653918317826884,0.8030205143462161,-1.8413151810616184,-0.28765454992244915,-1.1754271614352685,-1.3529354072900597,1.0451867405604913,-0.7758521331564351,1.3691962289814588,0.6951737470829313,-0.6600953867197871,83873.83436458005,4.86738166154672,0
-0.3493167961181975,0.3476735422449994,-0.1020382008184647,-2.528715764293775,-1.0014705119303524,-0.10809509148721107,-0.14869462316694768,0.05211798026341016,-0.39962773846025573,-0.20815766540271902,-0.8259186404326556,-0.3439488441940318,0.5102510094124716,-0.8120172292723897,-0.16676289375889652,-1.574233360396453,0.6852792966746352,-0.44222874169461257,-0.07274142019271779,0.9722595657537494,-0.9014291123426542,-0.22418749581022823,0.3121563732471847,-0.012970732279306226,1.5331173187624618,0.18508841645653432,-2.153706340258333,-1.1371895726132448,30900.92900645434,1064.9360373880836,0
0.00161903135694112,1.124414149970889,0.7760028599347263,0.3020093855902115,-0.0635911926465405,0.5659046088201052,-0.956176364905333,0.305716596391124,-0.15645813915056725,0.2473625960843606,-1.4963790370486345,1.8783946267130838,-1.6401271279775982,-1.8864901272388677,-0.01167931896660489,-2.414248079308516,0.1326955293790587,-0.5836339480841078,0.7491898981782396,-0.3303760318636557,-0.6673438455014012,0.7961475771119717,-1.4457510256575319,0.20235787378566653,0.9230069696416785,1.1779652919615031,1.37076969203643,-0.28614441178046324,84794.29635605327,121.23655582378352,0
1.0743330047702437,0.9219366012853558,0.4941762894237535,1.0081109620075246,-1.8987217263414953,-0.5404739546294228,-0.673144803585485,-0.8104001369297363,-0.09239793218508949,-0.10968077193292121,-0.3569305762273613,1.50241837797903,0.4188465936328805,-0.31467669824750966,0.5014644026020277,0.12612201580670404,0.17186589195829116,0.7321037887607876,1.0812026562258312,-1.4019197317194536,0.6421942495464427,-0.830824472560766,-2.362943820415984,0.9772820768733971,0.862673916488654,-0.4787315802581224,-0.14294299773059585,1.2623736076979128,80694.6334095894,17.605054121805598,0
-0.9258899038911499,0.18964795487489794,1.2132388366643199,0.07068670075654385,-1.493741741076392,-0.05142795556916577,0.9271411470818512,0.3394224822365289,0.366974834070424,-3.688023788423211,0.13361557232520826,1.029359238650569,2.348700717378151,-0.45025038996417677,0.8903962297248603,0.8843516246370043,-0.13923612143031375,1.2916720960428514,0.2592538330448147,0.012399539741825168,0.7993587843293661,0.10484150524998764,-0.5842922488739853,0.9044669139026319,-0.8199232957375873,-0.07122269709092867,-0.4057554696004511,-0.13628385490523326,113306.08032411945,68.77250070543279,0
0.23561455810856594,0.11835006565517724,-0.7427455710970785,-0.3774194616318355,-1.1707643466926043,1.1902441481706256,-1.340062402128836,-0.032314978480307746,-0.788903361526593,0.18053573764105912,0.7116582188455449,2.832133520707956,2.4086699674694803,0.9588017986889213,-0.49105296568940987,-1.1859101043404487,-0.16210842706570028,-0.230191182319805,1.5969350650704908,-0.4777684055659167,0.3610400657314532,-0.4805798659073309,0.8923766395263539,-1.3419749049602825,-1.00243059927845,-0.06385379097402219,0.3654880593825195,1.8326864513719494,10059.513865963889,23.159222327436478,0
0.14945608966330953,-0.5016466787964576,0.4832904964290231,-1.0869453243167277,0.3419711551264461,-1.4885325232251423,-0.40605531869698663,-0.6068264682477886,-0.9677173872414676,-1.9806083750815133,-0.022571296414152106,0.7206145491063566,-2.6067589307153414,0.00023731512084861368,0.4230920038125327,-1.039177586133173,-1.071332371921961,0.25746596816586864,-0.7269527174645739,-0.42494934567143844,-0.8083903908882594,0.2944725072045732,-0.48729960828417457,-0.6120182583993652,0.16968781060163984,1.0924051499913505,-3.0719592735913994,1.4552466831811317,93367.7412249031,14.280626114043521,0
0.6832124040010689,-2.019926173942275,0.17967401846044603,-0.6308663046032944,-0.011708956481145318,-0.7828368001033547,-0.3897767756431061,-0.5968704228098718,0.5388824689243806,0.6545946433489966,0.18015980632819248,0.4122514619221869,0.5758815993517514,0.6925353482149792,-2.506672392083189,0.5630350008052396,0.27136717479312156,-0.18692115586617547,0.06740579473461814,0.5233584607981773,-0.26589223366215564,-0.48567694268500633,-0.10689486416937222,1.2568458802845595,0.1600192848270179,-1.1224278883280963,0.6404534708528072,-0.4896075016332372,113589.80906721631,13.658706234190515,0
-0.05554769889661878,-1.2960486928239283,-2.352786469885359,-2.1528509018422097,0.18351446075409206,-0.9102646302881251,-0.8946416405486556,0.3188648033902477,-0.17248286944856808,-1.2702415668070692,-0.5727270368243039,0.8527059268959548,0.08844607745016513,-0.6256034276213988,0.1315152443062157,0.09863974291381684,-1.306807201799388,1.4766322994327459,0.8417902074758907,1.6151030536184807,1.8762388335152203,-0.726108216476211,-0.2187444794107208,0.6900535801881026,-0.8963986793978606,0.4925581301398198,0.27346949606693627,-0.41625072278366,7295.040278968946,27.51282441426606,0
